Isole del Golfo	Anacapri	Casa Mariantonia	https://www.casamariantonia.com	Boutique hotel	info@casamariantonia.com	11 camere Via Orlandi 180 uno dei primi inn dell'isola giardino limoni charme
Isole del Golfo	Anacapri	Villa Ceselle	https://www.villaceselle.com	Boutique hotel	n/d	Piccola villa immersa nel verde zona quieta di Anacapri charme
Isole del Golfo	Capri	Motoscafisti di Capri	https://www.motoscafisticapri.com	Tour operator barca	info@motoscafisticapri.com	Cooperativa storica dal 1955 giro isola Grotta Azzurra Faraglioni pontile 0 Marina Grande
Isole del Golfo	Capri	Gianni's Boat	https://www.giannisboat.com	Tour operator barca	reservations@giannisboat.com	Tour privati Capri Costiera tramonto base Marina Grande premium
Isole del Golfo	Capri	Capri Precious	https://en.capriprecious.com	Tour operator barca	n/d	Tour privati e noleggio Grotta Azzurra calette contatti via WhatsApp form
Isole del Golfo	Capri	Capri Mia Boat Tours	https://www.caprimiaboattours.com	Tour operator barca	info@caprimiaboattours.com	Tour privati 2-8h Grotta Azzurra Faraglioni snorkeling Costiera
Isole del Golfo	Capri	Ciro Capri Boats	https://www.cirosboat.com	Tour operator barca	info@cirosboat.com	Skipper locale tour privati su gozzo Via Colombo 75 Capri
Isole del Golfo	Procida	Hotel Savoia	https://www.hotelsavoiaprocida.com	Hotel 3 stelle	info@hotelsavoiaprocida.com	16 camere Via Lavadera Marina Grande piscina storico albergo di famiglia
Isole del Golfo	Procida	La Suite Boutique Hotel & Spa	https://www.lasuiteresort.com	Hotel 4 stelle boutique	info@lasuiteresort.com	21 camere e suite giardino 5000 mq spa piscina lusso
Isole del Golfo	Procida	Hotel La Corricella	https://www.hotelcorricella.it	Hotel 3 stelle	info@hotelcorricella.it	9 camere Via Marina Corricella 88 terrazza solarium vista borgo dei pescatori charme
Isole del Golfo	Procida	Hotel La Casa sul Mare	https://www.lacasasulmare.it	Hotel 4 stelle	info@lacasasulmare.it	10 camere Salita Castello 13 palazzo 700 restaurato unico 4 stelle dell'isola lusso boutique
Isole del Golfo	Procida	San Michele Boutique Hotel	https://sanmicheleprocida.com	Hotel boutique	info@sanmicheleprocida.com	12 suite Marina Corricella bohemian luxury esperienziale
Isole del Golfo	Procida	Vi.Ta Procida Rooms	https://vitaprocidarooms.it	B&B	n/d	Baia della Chiaiozza apertura 2022 accesso privato al mare colazione vista mare
Isole del Golfo	Procida	B&B Il Patio	https://www.bbilpatio.it	B&B	n/d	Via Vittorio Emanuele 234 centro patio caratteristico vicino Spiaggia della Chiaia
Isole del Golfo	Procida	Pro Loco di Procida	http://www.prolocodiprocida.it	Tour operator / associazione turistica	prolocodiprocida@gmail.com	Via Roma 108 escursioni visite guidate gite in barca tour culturali
